PERMITNUMBER,PERMITTYPE,PERMITSUBTYPE,ISSUED,DESCRIPTION,SITE_ADDR,CONTRACTOR_NAME,STATUS
DIS18-0180,HURRICANE MICHAEL,MECHANICAL,43399,HM - A/C CHANGE OUT-STORM DAMA...,6205 THOMAS DR 8C,QUINCY'S HEATING & A/C INC.,FINALED
DIS18-0181,HURRICANE MICHAEL,MECHANICAL,43399,HM - A/C CHANGE OUT-STORM DAMA...,405 BAYSHORE DR,QUINCY'S HEATING & A/C INC.,ISSUED
DIS18-0182,HURRICANE MICHAEL,ROOF,43399,SERVICE REPAIR,402 DOGWOOD WAY,A PLUS + ELECTRICAL  CONTRACTO...,FINALED
DIS18-0183,HURRICANE MICHAEL,ROOF,43400,ROOF & FACIA REPAIR,271 SEAHORSE LN,"PIORKOWSKI, GARY M & ROBIN L",ISSUED
DIS18-0184,HURRICANE MICHAEL,ROOF,43400,ROOF REPAIRS,292 TARPON DR,"PIORKOWSKI, GARY M & ROBIN L",ISSUED
DIS18-0185,HURRICANE MICHAEL,ROOF,43400,ROOF REPAIRS,343 AMBERJACK DR,"PIORKOWSKI, GARY M & ROBIN L",ISSUED
DIS18-0186,HURRICANE MICHAEL,ELECTRICAL,43400,ELECTRICAL REPAIR - HM,10530 COWELS RD,OWNER BUILDER,FINALED
DIS18-0187,HURRICANE MICHAEL,ELECTRICAL,43400,ELECTRICAL - HM,7021 OAKENSHAW DR,OWNER BUILDER,FINALED
DIS18-0188,HURRICANE MICHAEL,ROOF,43400,ROOFOVER,504 MARLIN DR,OWNER BUILDER,ISSUED
DIS18-0189,HURRICANE MICHAEL,ELECTRICAL, ,HURRICANE REPAIRS,1833 EAST AVE N,"DICKENS, WILLIAM D JR TRUSTEE",FINALED
DIS18-0190,HURRICANE MICHAEL,ELECTRICAL,43400,ELECTRICAL REPAIR,126 VASSAR CIR,OWNER BUILDER,FINALED
DIS18-0191,HURRICANE MICHAEL,INTERIOR,43400,INTERIOR DEMO,600 SEABREEZE DR,"GLORE, JOHN M & DONNA Y",ISSUED
DIS18-0192,HURRICANE MICHAEL,ROOF,43400,ROOF REPAIRS,600 SEABREEZE DR,"GLORE, JOHN M & DONNA Y",ISSUED
DIS18-0193,HURRICANE MICHAEL,ROOF,43409,HURRICANE REPAIRS,6919 BIG DADDY DR,"DICKENS, WILLIAM D JR TRUSTEE",FINALED
DIS18-0194,HURRICANE MICHAEL,ELECTRICAL, ,HURRICANE REPAIRS,5124 PINETREE RD,"DICKENS, WILLIAM D JR TRUSTEE",ISSUED
DIS18-0195,HURRICANE MICHAEL,ROOF, ,HURRICANE REPAIRS,264 SEAHORSE LN,"DICKENS, WILLIAM D JR TRUSTEE",ISSUED
DIS18-0196,HURRICANE MICHAEL,ELECTRICAL, ,HURRICANE REPAIRS,6335 NADINE RD,"COLLINS, ALVIE E.",ISSUED
DIS18-0197,HURRICANE MICHAEL,ROOF, ,HURRICANE REPAIRS,715 SAILFISH DR,"WAGONER, RANDY & GINGER",ISSUED
DIS18-0198,HURRICANE MICHAEL,ROOF, ,HURRICANE REPAIRS,315 LAGOON DR,"DONOHO, BARBARA",ISSUED
DIS18-0199,HURRICANE MICHAEL,ROOF, ,HURRICANE REPAIRS,340 LAGOON DR,"DONOHO, BARBARA",ISSUED
DIS18-0200,HURRICANE MICHAEL,ELECTRICAL, ,HURRICANE REPAIRS,10707 HWY 388 E,,ISSUED
DIS18-0201,HURRICANE MICHAEL,ROOF, ,HURRICANE REPAIRS,108 MARGARET CIR,3 NAILS CONSTRUCTION,ISSUED
DIS18-0202,HURRICANE MICHAEL,ELECTRICAL,43400,ELECTRICAL REPAIR,9030 CROOK HOLLOW RD,DARBY ELECTRIC INC,FINALED
DIS18-0203,HURRICANE MICHAEL,ROOF, ,HURRICANE REPAIRS,4526 TRANSMITTER RD,3 NAILS CONSTRUCTION,ISSUED
DIS18-0204,HURRICANE MICHAEL,ROOF, ,HURRICANE REPAIRS,4520 TRANSMITTER RD,3 NAILS CONSTRUCTION,ISSUED
DIS18-0205,HURRICANE MICHAEL,ROOF,43400,REROOF,445 MARLIN DR,OWNER BUILDER,ISSUED
DIS18-0206,HURRICANE MICHAEL,ROOF, ,HURRICANE REPAIRS,566 GROUPER DR,"CATHEY, JANET ETAL",ISSUED
DIS18-0207,HURRICANE MICHAEL,ROOF, ,HURRICANE REPAIRS ROOF/ELEC,566 GROUPER DR,"CATHEY, JANET ETAL",ISSUED
DIS18-0208,HURRICANE MICHAEL,ROOF,43400,HURRICANE REPAIRS,22 GULF DR,"MONTIJO, ROBERT O",ISSUED
DIS18-0209,HURRICANE MICHAEL,INTERIOR,43400,INTERIOR REPAIRS - HM,445 MARLIN DR,OWNER BUILDER,ISSUED
DIS18-0210,HURRICANE MICHAEL,EXTERIOR,43400,EXTERIOR REPAIRS - HM,445 MARLIN DR,OWNER BUILDER,ISSUED
DIS18-0211,HURRICANE MICHAEL,ROOF,43400,HURRICANE REPAIRS,2300 PRETTY BAYOU ISLAND DR,JOSEPH E GRYSZOWKA INC,ISSUED
DIS18-0212,HURRICANE MICHAEL,ELECTRICAL,43400,HURRICANE REPAIRS,2300 PRETTY BAYOU ISLAND DR,JOSEPH E GRYSZOWKA INC,FINALED
DIS18-0213,HURRICANE MICHAEL,ROOF,43400,HURRICANE REPAIRS,2306 PRETTY BAYOU ISLAND DR,JOSEPH E GRYSZOWKA INC,ISSUED
DIS18-0214,HURRICANE MICHAEL,ELECTRICAL,43400,HURRICANE REPAIRS,2306 PRETTY BAYOU ISLAND DR,JOSEPH E GRYSZOWKA INC,ISSUED
DIS18-0215,HURRICANE MICHAEL,ROOF,43400,HURRICANE REPAIRS,377 RED SNAPPER LN,"JOHNSON, KENNETH & JACKIE",ISSUED
DIS18-0216,HURRICANE MICHAEL,ELECTRICAL,43400,HURRICANE REPAIRS,5230 PINETREE RD,PIPPIN ELECTRIC INC,ISSUED
DIS18-0217,HURRICANE MICHAEL,ELECTRICAL,43400,HURRICANE REPAIRS,5039 HOLLY AVE,PIPPIN ELECTRIC INC,ISSUED
DIS18-0218,HURRICANE MICHAEL,ELECTRICAL,43400,HURRICANE REPAIRS,3636 LARK LN,PIPPIN ELECTRIC INC,ISSUED
DIS18-0219,HURRICANE MICHAEL,ELECTRICAL,43400,HURRICANE REPAIRS,2831 HYDE AVE,DAVE CAPPS ELECTRIC SERVICE,ISSUED
DIS18-0220,HURRICANE MICHAEL,ELECTRICAL,43400,HURRICANE REPAIRS,2908 ALTHA AVE,DAVE CAPPS ELECTRIC SERVICE,ISSUED
DIS18-0221,HURRICANE MICHAEL,ELECTRICAL,43400,HURRICANE REPAIRS,1107 COLLEGE BLVD N,BOOTS-ON-THE-GROUND ELECTRIC L...,ISSUED
DIS18-0222,HURRICANE MICHAEL,ELECTRICAL,43400,TEMP POLE,2615 39TH ST E,OWNER BUILDER,ISSUED
DIS18-0223,HURRICANE MICHAEL,ROOF,43400,ROOFOVER REPAIR - HM,462 MARLIN DR N,OWNER BUILDER,FINALED
DIS18-0224,HURRICANE MICHAEL,ROOF,43400,REROOF,402 MARLIN DR N,OWNER BUILDER,ISSUED
DIS18-0225,HURRICANE MICHAEL,ELECTRICAL,43400,ELECTRTICAL REPAIR- HM,6709 5TH ST E,OWNER CUSTOMER,FINALED
DIS18-0226,HURRICANE MICHAEL,ELECTRICAL,43400,ELECTRICAL REPAIR - HM,2036 9TH ST E,,FINALED
DIS18-0228,HURRICANE MICHAEL,ELECTRICAL,43401,SERVICE REPAIR,720 JERSEY CT,OWNER/BUILDER,ISSUED
DIS18-0229,HURRICANE MICHAEL,ELECTRICAL,43401,SERVICE REPAIR,7223 COE RD,KEEFE & SONS ELECTRIC INC,ISSUED
DIS18-0230,HURRICANE MICHAEL,ELECTRICAL,43401,SERVICE REPAIR,2808 AIRPORT RD,OWNER/BUILDER,FINALED
DIS18-0231,HURRICANE MICHAEL,ELECTRICAL,43401,MH SERVICE POLE,5401 ARROWHEAD BLVD,OWNER/BUILDER,ISSUED
DIS18-0232,HURRICANE MICHAEL,ELECTRICAL,43401,COMM SERVICE REPAIR,1721 11TH ST E,,ISSUED
DIS18-0233,HURRICANE MICHAEL,ROOF,43401,COMM ROOF 9 sqs,1721 11TH ST E,A & A ROOFING OF NW FL INC,ISSUED
DIS18-0234,HURRICANE MICHAEL,ROOF,43401,RE-ROOF 10/18/2018,2813 WAKULLA AVE,,WITHDRAWN
DIS18-0235,HURRICANE MICHAEL,ROOF,43401,RE-ROOF,739 SEA BREEZE DR,,ISSUED
DIS18-0236,HURRICANE MICHAEL,ELECTRICAL,43395,DAMAGED ELECTRICAL REPAIR,3511 FLORIDA AVE,"CLEMENTS, CARLEY A ETAL",FINALED
DIS18-0237,HURRICANE MICHAEL,ELECTRICAL,43401,MISC POLE,14324 HALLVILLE RD,OWNER,ISSUED
DIS18-0238,HURRICANE MICHAEL,ELECTRICAL,43401,SERVICE REPAIR,228 PELICAN WAY,MASHBURN ELECTRIC,ISSUED
DIS18-0239,HURRICANE MICHAEL,ROOF,43401,RE-REROOF 40 SQ,320 RED CEDAR LN,"KINGS ROOFING, LLC",FINALED
DIS18-0240,HURRICANE MICHAEL,ELECTRICAL, ,SERVC REPAIR,7213 TROY RD,"STYLE CREST (EC), INC",APPROVED
DIS18-0241,HURRICANE MICHAEL,ROOF,43401,RE-ROOF 40 SQ,3642 PIPELINE RD,"KINGS ROOFING, LLC",FINALED
DIS18-0242,HURRICANE MICHAEL,ELECTRICAL,43401,TEMP POLE,2922 CLEARVIEW AVE,OWNER/BUILDER,ISSUED
DIS18-0243,HURRICANE MICHAEL,ROOF,43401,ROOF,234 BARRACUDA DR,OWNER/BUILDER,ISSUED
DIS18-0244,HURRICANE MICHAEL,ELECTRICAL,43401,SERVICE REPAIR,234 BARRACUDA DR,OWNER/BUILDER,ISSUED
DIS18-0245,HURRICANE MICHAEL,ELECTRICAL,43401,SERVICE REPAIR,4738 CHEROKEE HEIGHTS RD,OWNER/BUILDER,FINALED
DIS18-0246,HURRICANE MICHAEL,INTERIOR,43395,DAMAGED STRUCTURAL REPAIR,3511 FLORIDA AVE,"CLEMENTS, CARLEY A ETAL",ISSUED
DIS18-0247,HURRICANE MICHAEL,ROOF,43395,DAMAGED ROOF REPAIR,3505 FLORIDA AVE,JERRY WILSON'S ROOFING COMPANY,FINALED
DIS18-0248,HURRICANE MICHAEL,ROOF,43401,RE-ROOF 15 SQ,672 SEA LION DR,OWNER/BUILDER,FINALED
DIS18-0249,HURRICANE MICHAEL,DEMOLITION,43401,DEMO - 160 SQ,424 SNOOK LN,OWNER/BUILDER,ISSUED
DIS18-0250,HURRICANE MICHAEL,ELECTRICAL,43401,SERVICE REPAIR,7025 SUNRISE DR,DAVE CAPPS ELECTRIC SERVICE,ISSUED
DIS18-0251,HURRICANE MICHAEL,ELECTRICAL,43401,SERVICE REPAIR,STEWART DR,DAVE CAPPS ELECTRIC SERVICE,ISSUED
DIS18-0252,HURRICANE MICHAEL,ELECTRICAL,43401,SERVICE REPAIR,5250 STEWART DR,DAVE CAPPS ELECTRIC SERVICE,ISSUED
DIS18-0253,HURRICANE MICHAEL,ELECTRICAL,43401,SERVICE REPAIR,5260 STEWART DR,DAVE CAPPS ELECTRIC SERVICE,ISSUED
DIS18-0254,HURRICANE MICHAEL,ELECTRICAL,43401,ELECTRICAL REPAIR - HM,3141 KINGS DR,COMPLETE ELECTRICAL SERV. N.W....,ISSUED
DIS18-02547,HURRICANE MICHAEL,ELECTRICAL,43430,MH POLE FOR FEMA HOUSING,4110 EDWARDS RD,FLORIDA METER POLE COMPANY INC...,FINALED
DIS18-02549,HURRICANE MICHAEL,ELECTRICAL,43430,MH POLE FOR FEMA HOUSING,3822 DOE RUN,FLORIDA METER POLE COMPANY INC...,FINALED
DIS18-0255,HURRICANE MICHAEL,ELECTRICAL,43401,TEMP POLE - HM,1005 KIMBERLY LN,OWNER BUILDER,FINALED
DIS18-02550,HURRICANE MICHAEL,ROOF,43430,DAMAGED ROOF REPAIR,5917 STAR DR N,"PENNINGTON, GLORIA R & JAMES H",ISSUED
DIS18-02555,HURRICANE MICHAEL,ELECTRICAL,43430,MH POLE- FEMA HOUSING #37,2300 SHERMAN AVE N 37,FLORIDA METER POLE COMPANY INC...,FINALED
DIS18-02557,HURRICANE MICHAEL,ROOF,43430,REPLACEMENT ROOF 29 SQ,4908 MC CALL LN,OWNER/BUILDER,FINALED
DIS18-0256,HURRICANE MICHAEL,ROOF,43401,RE-ROOF 17SQ,643 OCTOPUS LN,SCOTT WILSON CONSTRUCTION INC.,ISSUED
DIS18-02562,HURRICANE MICHAEL,INTERIOR,43430,INTERIOR INSULATION & DRYWALL,2422 15TH ST E,CLEMENTS CONSTRUCTION INC.,ISSUED
DIS18-02564,HURRICANE MICHAEL,ROOF,43430,REPLACEMENT ROOF 28 SQ,4328 BYLSMA,INNOVATIVE PROJECT MANAGEMENT ...,ISSUED
DIS18-02569,HURRICANE MICHAEL,EXTERIOR,43434,REPLACE DAMAGED ALUM CARPORT,14527 OLD SPIKES RD,STEEL BUILDINGS AND STRUCTURES...,ISSUED
DIS18-0257,HURRICANE MICHAEL,ROOF,43442,RE-ROOF 14SQ,209 SQUID LN,STRYKER METAL ROOFING,FINALED
DIS18-02571,HURRICANE MICHAEL,ELECTRICAL,43430,COMM SERVICE REPAIR FOR CONNEC...,4938 HISPANIOLA ST,CRESCENT BEACH ELECTRIC INC,FINALED
DIS18-02574,HURRICANE MICHAEL,ROOF,43572,REROOF,5425 BERTHA NELSON RD RD,"KYLE NICHOLS CONSTRUCTION, LLC",ISSUED
DIS18-02575,HURRICANE MICHAEL,ROOF,43430,DAMAGED ROOF REPAIR,125 MARIN DR,K BERGER (CBC) CONSTRUCTION IN...,FINALED
DIS18-02577,HURRICANE MICHAEL,ROOF,43572,REROOF,5423 BERTHA NELSON RD,"KYLE NICHOLS CONSTRUCTION, LLC",ISSUED
DIS18-0258,HURRICANE MICHAEL,ROOF,43401,RE-ROOF 12 SQ,691 SEASHELL DR,OWNER/BUILDER,FINALED
DIS18-02582,HURRICANE MICHAEL,ROOF,43430,REROOF - HM,4316 DELEN DR,GAC Contractors Inc,ISSUED
DIS18-02586,HURRICANE MICHAEL,ROOF,43430,REROOF - HM,4512 BYLSMA,GAC Contractors Inc,ISSUED
DIS18-02587,HURRICANE MICHAEL,ROOF,43430,DAMAGED ROOF REPAIR,3139 JENKS AVE,BILL WALTHER CONSTRUCTION INC,FINALED
DIS18-02588,HURRICANE MICHAEL,ROOF,43430,DAMAGED ROOF REPAIR,222 WHITE OAKS BLVD,BILL WALTHER CONSTRUCTION INC,FINALED
DIS18-02589,HURRICANE MICHAEL,ROOF,43430,DAMAGED ROOF REPAIR,2921 KINGSWOOD DR,BILL WALTHER CONSTRUCTION INC,FINALED
DIS18-0259,HURRICANE MICHAEL,ELECTRICAL,43401,SERVICE POLE,3728 EDWARDS RD,OWNER/BUILDER,ISSUED
DIS18-02596,HURRICANE MICHAEL,ROOF,43430,ROOF OVER 23 SQ,10108 HWY 231,OWNER/BUILDER,ISSUED
DIS18-02597,HURRICANE MICHAEL,INTERIOR,43430,REPLACE INSULATION/BATHROOM,3100 12TH ST,"KYLE NICHOLS CONSTRUCTION, LLC",FINALED
DIS18-02598,HURRICANE MICHAEL,ROOF,43430,REPLACEMET ROOF 62SQ,2407 GRAND HARBOR DR,JASON BURDETTE DAY CONST,FINALED
DIS18-02599,HURRICANE MICHAEL,ROOF,43430,DAMAGED ROOF REPAIR,9435 STAUBER LN,"STEWART, TONY F & BERNICE E",FINALED
DIS18-0260,HURRICANE MICHAEL,ROOF,43401,RE-ROOF,337 LAGOON LN,OWNER/BUILDER,FINALED
DIS18-02600,HURRICANE MICHAEL,ELECTRICAL,43430,HURRICANE REPAIRS,2544 CHAUCER CR CR,OWNER,FINALED
DIS18-02601,HURRICANE MICHAEL,DEMOLITION,43430,HURRICANE DEMO,212 SQUID LN,,ISSUED
DIS18-02602,HURRICANE MICHAEL,ROOF,43430,REROOF - HM,3514 YELLOW JACKET LN,ANYTIME CONSTRUCTION & ROOFING...,ISSUED
DIS18-02603,HURRICANE MICHAEL,ROOF,43430,REROOF - HM,1802 ECHO LN,ANYTIME CONSTRUCTION & ROOFING...,ISSUED
DIS18-02604,HURRICANE MICHAEL,ROOF,43430,REPLACEMENT ROOF 24 SQ,1904 KINGSLEE DR,AFFORDABLE ROOFING L.L.C.,FINALED
DIS18-02605,HURRICANE MICHAEL,ELECTRICAL,43430,HURRICANE REPAIRS,9131 OAKRIDGE LN,OWNER,FINALED
DIS18-02607,HURRICANE MICHAEL,ROOF,43430,REPLACEMENT ROOF 41 SQ,2834 LONGLEAF RD,HARTSFIELD ROOFING & CONSTRUCT...,FINALED
DIS18-02609,HURRICANE MICHAEL,ROOF,43430,REROOF,1225 COLLEGE WOOD DR,"CONSTRUCTION SERVICES, INC",FINALED
DIS18-0261,HURRICANE MICHAEL,ELECTRICAL,43401,SERVICE REPAIR,3614 BETSY LN,"SOUTHERN ELECTRICAL SERVICES, ...",FINALED
DIS18-02612,HURRICANE MICHAEL,ELECTRICAL,43430,DAMAGED ELECTRICAL REPAIR,4019 PIPELINE RD,TONYS ELECTRICAL SERVICES LLC,FINALED
DIS18-02613,HURRICANE MICHAEL,ROOF,43430,REROOF,6714 PENNY RD,MARK LANE  258-7830,FINALED
DIS18-02614,HURRICANE MICHAEL,ROOF, ,HURRICANE REPAIR,2521 PALO ALTO AVE N,OWNER,APPROVED
DIS18-02615,HURRICANE MICHAEL,ROOF,43430,REROOF - HM,5213 TRELAWNEY AVE,ONE WAY REMODELING LLC,FINALED
DIS18-02616,HURRICANE MICHAEL,ROOF,43430,DAMAGED ROOF REPAIR,1018 VIRGINIA CT,1ST CHOICE HOME IMPROVEMENTS I...,FINALED
DIS18-02617,HURRICANE MICHAEL,ROOF,43430,REROOF,918 COBIA DR,"J & M ROOFING, INC.",ISSUED
DIS18-02618,HURRICANE MICHAEL,ELECTRICAL,43430,HURRICANE REPAIRS,1903 GREENWOOD WAY,,FINALED
DIS18-02619,HURRICANE MICHAEL,ROOF,43430,REROOF,3712 PRESERVE BAY BLVD,"J & M ROOFING, INC.",ISSUED
DIS18-0262,HURRICANE MICHAEL,ELECTRICAL,43401,SERVICE REPAIR,2851 LONGLEAF RD,"SOUTHERN ELECTRICAL SERVICES, ...",FINALED
DIS18-02620,HURRICANE MICHAEL,ROOF,43430,HURRICANE REPAIRS,8622 ED LEE RD,TSK EXTERIORS LLC,ISSUED
DIS18-02621,HURRICANE MICHAEL,ROOF,43430,DAMAGED ROOF REPAIR,5623 SOUTH LAGOON DR,"SYSTEM BUILT PROPERTIES, LLC",ISSUED
DIS18-02622,HURRICANE MICHAEL,INTERIOR,43430,INT. REPAIRS REBUILD PORCH,3695 CEDAR PARK DR,,ISSUED
DIS18-02623,HURRICANE MICHAEL,ELECTRICAL,43430,SERVICE REPAIR,6605 SUNRISE DR,PC Beach Electric LLC,FINALED
DIS18-02624,HURRICANE MICHAEL,ROOF,43430,HURRICANE REPAIRS,8310 MUDD LN,UNIVERSAL CONTRACTING OF FLORI...,ISSUED
DIS18-02625,HURRICANE MICHAEL,ROOF,43430,HURRICANE REPAIRS,5434 NICOLE BLVD,UNIVERSAL CONTRACTING OF FLORI...,FINALED
DIS18-02627,HURRICANE MICHAEL,ROOF,43430,REROOF - HM,509 BLUE HERON DR,CMR CONSTRUCTION & ROOFING LLC,FINALED
DIS18-02629,HURRICANE MICHAEL,ELECTRICAL,43430,SERVICE REPAIR,8770 TOWER RD,"TELFORD REYNOLDS ELECTRIC, INC...",FINALED
DIS18-0263,HURRICANE MICHAEL,ELECTRICAL,43401,SERVICE REPAIR,4418 TRANSMITTER RD,"SOUTHERN ELECTRICAL SERVICES, ...",FINALED
DIS18-02630,HURRICANE MICHAEL,ELECTRICAL,43430,COMM SERVICE REPAIR,2540 SHERMAN AVE N,JD GADDIS ELECTRICAL CONTRACTO...,FINALED
DIS18-02632,HURRICANE MICHAEL,ROOF,43430,DAMAGED ROOF REPAIR,3103 JUSTINE CT,PARAMOUNT CONSTRUCTION & DEVEL...,FINALED
DIS18-02633,HURRICANE MICHAEL,ROOF,43430,REPLACEMENT ROOF 25 SQ,556 LAGOON OAKS DR,CARROLL BRADFORD INC,ISSUED
DIS18-02634,HURRICANE MICHAEL,ELECTRICAL,43430,SERVICE  REPAIR,1401 EAST AVE N,P. JACKSON ELECTRIC LLC,FINALED
DIS18-02635,HURRICANE MICHAEL,ROOF,43430,DAMAGED ROOF REPAIR,3202 COLTER ST,PARAMOUNT CONSTRUCTION & DEVEL...,FINALED
DIS18-02636,HURRICANE MICHAEL,ROOF,43430,REPLACEMENT ROOF 26 SQ,6912 PITTSBURGH ST,PROFESSIONAL GENERAL CONTRACTO...,FINALED
DIS18-02637,HURRICANE MICHAEL,ROOF, ,WITHDRAWN BY OWNER,4311 DELEN DR,"TRU-TEK WATERPROOFING, INC.",WITHDRAWN
DIS18-02638,HURRICANE MICHAEL,ROOF,43431,DAMAGED ROOF REPAIR,108 CHELSEA LN,TIMOTHY JOHN FAUCHEUX INC,ISSUED
DIS18-0264,HURRICANE MICHAEL,ROOF,43453,DAMAGED ROOF REPAIR,558 GROUPER DR,SCOTT WILSON CONSTRUCTION INC.,FINALED
DIS18-02643,HURRICANE MICHAEL,ROOF,43430,RE-ROOF HOUSE & SHOP 49 SQ,2233 JUDSON ST,DRYDEN CONTRACTING INC.,FINALED
DIS18-02644,HURRICANE MICHAEL,ROOF,43430,REPLACEMENT ROOF 48 SQ,3213 COLTER ST,ELO RESTORATION,FINALED
DIS18-02645,HURRICANE MICHAEL,ROOF,43430,REPLACEMENT ROOF 32SQ,109 ROSE CORAL DR,SOUTHEAST ROOFING & CONSTRUCTI...,FINALED
DIS18-02646,HURRICANE MICHAEL,ROOF,43430,REPLACEMENT ROOF 50SQ,497 WAHOO RD,SOUTHEAST ROOFING & CONSTRUCTI...,FINALED
DIS18-02647,HURRICANE MICHAEL,ROOF,43430,REPLACMENT ROOF 39 SQ,COWELS RD,SOUTHEAST ROOFING & CONSTRUCTI...,FINALED
DIS18-02648,HURRICANE MICHAEL,ELECTRICAL,43430,SERVICE REPAIR,2216 BALDWIN RD E,"CHRIS WALKER ELECTRIC, LLC",FINALED
DIS18-02649,HURRICANE MICHAEL,ROOF,43431,HURRICANE REPAIRS,553 GROUPER DR,SCOTT WILSON CONSTRUCTION INC.,FINALED
DIS18-0265,HURRICANE MICHAEL,ROOF,43395,DAMAGED ROOF REPAIR,3511 FLORIDA AVE,"CLEMENTS, CARLEY A ETAL",FINALED
DIS18-02650,HURRICANE MICHAEL,ROOF,43431,HURRICANE REPAIRS,549 GROUPER DR,SCOTT WILSON CONSTRUCTION INC.,ISSUED
DIS18-02651,HURRICANE MICHAEL,ROOF,43431,HURRICANE REPAIRS,575 GROUPER DR,SCOTT WILSON CONSTRUCTION INC.,FINALED
DIS18-02652,HURRICANE MICHAEL,ELECTRICAL,43430,SERVICE REPAIR LOT G,1109 24TH E PZ,"MEYERS ELECTRIC, LLC",FINALED
DIS18-02653,HURRICANE MICHAEL,ROOF,43431,HURRICANE REPAIRS,83 GULF LOOP,SCOTT WILSON CONSTRUCTION INC.,ISSUED
DIS18-02654,HURRICANE MICHAEL,ELECTRICAL,43430,COMM SERVICE REPAIR,2919 HWY 231,"MEYERS ELECTRIC, LLC",FINALED
DIS18-02655,HURRICANE MICHAEL,ROOF,43431,HURRICANE REPAIRS,734 SEABREEZE DR,SCOTT WILSON CONSTRUCTION INC.,FINALED
DIS18-02656,HURRICANE MICHAEL,ROOF,43431,HURRICANE REPAIRS,6 DOLPHIN DR,SCOTT WILSON CONSTRUCTION INC.,FINALED
DIS18-02657,HURRICANE MICHAEL,ROOF,43430,REPLACEMENT ROOF 47SQ SEE NOTE...,4915 HIGH POINT DR,CERTIFIED CONSTRUCTION LLC,FINALED
DIS18-02658,HURRICANE MICHAEL,ROOF,43430,REPLACEMENT ROOF,1821 30TH ST W,A & A ROOFING OF NW FL INC,ISSUED
DIS18-02659,HURRICANE MICHAEL,ROOF,43431,HURRICANE REPAIRS,618 SHORELINE DR,BOWK CONSTRUCTION INC.,WITHDRAWN
DIS18-0266,HURRICANE MICHAEL,ELECTRICAL, ,DAMAGED ELECTRICAL REPAIR,6441 AZALEA ST,"BALCH, JIMMIE W",APPROVED
DIS18-02660,HURRICANE MICHAEL,ELECTRICAL, ,TEMP Power,9415 HUBBARD RD,TIMBERLINE CONSTRUCTION,FINALED
DIS18-02661,HURRICANE MICHAEL,ROOF,43431,DAMAGED ROOF REPAIR,3409 HILLCREST DR,H. E. ROBERTS ROOFING LLC,ISSUED
DIS18-02662,TEST,TEST, ,sample permit,6929 NORTHWOOD ST,,APPLIED
DIS18-02663,HURRICANE MICHAEL,ROOF,43431,REROOF,8343 HIGHPOINT RD,PROFESSIONAL GENERAL CONTRACTO...,FINALED
DIS18-02665,HURRICANE MICHAEL,ROOF,43431,REPLACEMENT ROOF 33SQ,4925 PALM AVE,OWNER/BUILDER,ISSUED
DIS18-02666,HURRICANE MICHAEL,ROOF,43431,REREOOF - HM,1806 MARTHA LN,JO EN CONSTRUCTION INC,FINALED
DIS18-02667,HURRICANE MICHAEL,ELECTRICAL,43431,Temp power pole - FEMA,1612 EVERITT AVE,TIMBERLINE CONSTRUCTION,FINALED
DIS18-02668,HURRICANE MICHAEL,ROOF,43431,REPLACEMENT ROOF 38 SQ,BRITTON RD,BLACKSTONE CONSTRUCTION,ISSUED
DIS18-02669,HURRICANE MICHAEL,ELECTRICAL,43431,DAMAGED ELECTRICAL REPAIR,11909 HARRINGTON RD,"ADAMS, RAY & PATSY E",FINALED
DIS18-0267,HURRICANE MICHAEL,ROOF,43401,RE-ROOF,344 AMBERJACK DR,OWNER/BUILDER,ISSUED
DIS18-02670,HURRICANE MICHAEL,ROOF,43431,REPLACEMENT ROOF 37 SQ,5021 ORANGE AVE,MILLIRONS CONSTRUCTION COMPANY,FINALED
DIS18-02671,HURRICANE MICHAEL,ROOF,43431,REPLACEMENT ROOF 40 SQ,2610 CEDAR LN N,MILLIRONS CONSTRUCTION COMPANY,WITHDRAWN
DIS18-02672,HURRICANE MICHAEL,ROOF,43431,REPLACEMENT ROOF 56SQ,2601 39TH ST E,MILLIRONS CONSTRUCTION COMPANY,FINALED
DIS18-02673,HURRICANE MICHAEL,ROOF,43431,REPLACEMENT ROOF 44 SQ,5906 E 7TH ST,MILLIRONS CONSTRUCTION COMPANY,ISSUED
DIS18-02674,HURRICANE MICHAEL,ROOF,43431,REPLACEMENT ROOF 40 SQ,3100 WOOD VALLEY RD,MILLIRONS CONSTRUCTION COMPANY,FINALED
DIS18-02675,HURRICANE MICHAEL,ROOF,43431,REPLACEMENT ROOF 43 SQ,315 FOXMOOR LN,MILLIRONS CONSTRUCTION COMPANY,FINALED
DIS18-02676,HURRICANE MICHAEL,ROOF,43431,REPLACEMENT ROOF 43 SQ,2114 BAYBERRY LN,MILLIRONS CONSTRUCTION COMPANY,FINALED
DIS18-02677,HURRICANE MICHAEL,ROOF,43431,REPLACEMENT ROOF 39 SQ,7812 ARBOR LN,MILLIRONS CONSTRUCTION COMPANY,FINALED
DIS18-02678,HURRICANE MICHAEL,ROOF,43431,REPLACEMENT ROOF 45 SQ,4901 MITTIE LN,MILLIRONS CONSTRUCTION COMPANY,ISSUED
DIS18-02679,HURRICANE MICHAEL,ROOF,43431,REPLACEMENT ROOF 40 SQ,413 BERTHE AVE N,MILLIRONS CONSTRUCTION COMPANY,ISSUED
