ParcelId,Address,UseCode,SquareFootage,Stories,YearBuilt,OccType,ExteriorWalls,RoofCover,InteriorWalls,FrameType,FloorCover,PermitNumber,PermitIssuedDate,PermitType,PermitDescription,PermitAmount,Latitude,Longitude
04973-683-000,230 NANNOOK RD MEXICO BEACH 32410,SINGLE FAM (000100),1540,1.5,1982,SFR AVERG,CEDAR,COMP SHNGL,DRYWALL,,SHT VINYL; CARPET,"['19MB-RB0554', '19MB-RB0449', '12-2121', 'RF971', '9614141']","['20191002', '20190828', '20120328', '20020716', '19961121']","['REMO', 'REMO', 'RENO', 'RERF', 'ADD']","['REMODEL', 'REMODEL', 'DECK REPAIR', 'RE-ROOF', 'ADDITION']","['30,000', '30,000', '0', '0', '1,930']",29.944228,-85.408805
04973-682-000,232 NANNOOK RD MEXICO BEACH 32410,SINGLE FAM (000100),1720,1,1978,SFR GOOD,CEDAR,MODULAR MT,DRYWALL,,VINYL PLNK,"['20MB-RB0244', '19MB-RR0361', '19MB-RB0416', '93-7360', '93-5439', '92-7272']","['20201102', '20190822', '20190723', '19930816', '19930613', '19920819']","['POOL', 'RERF', 'REMO', 'ADD', 'ROOF', 'ADD']","['POOLS/HOT TUB', 'RE-ROOF', 'REMODEL', 'ADDITION', 'ROOF', 'ADDITION']","['7,000', '0', '0', '4,000', '0', '7,600']",29.944432,-85.408656
04973-681-000,235 KIM KOVE MEXICO BEACH 32410,SINGLE FAM (000100),1897,1,1979,SFR AVERG,CB STUCCO,ENG SHINGL,DRYWALL,,VINYL PLNK,"['20MB-RB0079', '20MB-RR0026', '19MB-DEM0267', '42580638', '9609856', '21641', '4656']","['20200221', '20200221', '20191115', '20080425', '19960822', '19910301', '19901114']","['REMO', 'RERF', 'DEM', 'ROOF', 'RENO', 'ADD', 'ROOF']","['REMODEL', 'RE-ROOF', 'DEMOLITION', 'ROOF', 'RENOVATION', 'ADDITION', 'ROOF']","['70,000', '0', '0', '1,904', '2,540', '500', '0']",29.945034,-85.40808
04973-680-000,237 KIM KOVE MEXICO BEACH 32410,SINGLE FAM (000100),2020,1,1987,SFR GOOD,VINYL,MODULAR MT,DRYWALL,,CLAY TILE; CARPET,"['21MB-RB0086', '19MB-RB0580', '15-2965', 'RF-1943', 'B0682', '9210622', '21292', '3660793']","['20210504', '20191023', '20151001', '20031222', '20030224', '19921105', '19901207', '19900604']","['REMO', 'REMO', 'RERF', 'ROOF', 'ADD', 'ALTR', 'ADD', 'ADD']","['REMODEL', 'REMODEL', 'RERF', 'ROOF', 'ADDITION', 'ALTERATION', 'ADDITION', 'ADDITION']","['10,000', '40,000', '0', '0', '7,000', '0', '0', '600']",29.945063,-85.40808
04973-678-000,233 KIM KOVE MEXICO BEACH 32410,SINGLE FAM (000100),1751,1,2002,SFR GOOD,VINYL,ENG SHINGL,DRYWALL,,VINYL PLNK,"['19MB-RB0002', '19MB-RR0003', 'B1826']","['20190123', '20190102', '20011003']","['REMO', 'RERF', 'NC']","['REMODEL', 'RE-ROOF', 'NEW CONST.']","['45,000', '0', '83,398']",29.945006,-85.408079
04973-675-010,KIM KOVE MEXICO BEACH 32410,SINGLE FAM (000100),2140,1,2014,SFR AVERG,VINYL,MODULAR MT,DRYWALL,,CLAY TILE; CARPET,['13-2427'],['20131101'],['NC'],['SINGLE FAMILY'],"['171,000']",29.944121,-85.407764
04973-675-000,242 NANNOOK RD MEXICO BEACH 32410,SINGLE FAM (000100),3724,2,1983,SFR AVERG,PREFAB,MODULAR MT,DRYWALL,,SHT VINYL; CARPET,"['17-3520', 'RF0902', 'B0812', 'B1043', '9411412']","['20170613', '20030620', '20030226', '20001012', '19941114']","['RERF', 'ROOF', 'ADD', 'ADD', 'ROOF']","['RERF', 'ROOF', 'ADDITION', 'ADDITION', 'ROOF']","['0', '0', '60,000', '3,941', '0']",29.94469,-85.40866
04973-664-000,250 LALLA LN MEXICO BEACH 32410,SINGLE FAM (000100),3228,2,2000,SFR AVERG,CEDAR,MODULAR MT,DRYWALL,,VINYL PLNK,['11410'],['19991011'],['NC'],['NEW CONST.'],"['100,000']",29.946296,-85.408506
04973-663-000,201 NANNOOK RD MEXICO BEACH 32410,SINGLE FAM (000100),2729,2,1978,SFR AVERG,CB STUCCO,ENG SHINGL,DRYWALL,,SHT VINYL; CARPET,"['19MB-RB0628', '19MB-RB0334', '19MB-RR0248', '19MB-RR0247', '17-3378', 'B479', '9607936', '9507886', '9312080']","['20191210', '20190604', '20190422', '20190416', '20170201', '20010425', '19960705', '19950824', '19931210']","['POOL', 'REMO', 'RERF', 'RERF', 'STOR', 'RERF', 'XTRA', 'REMO', 'XTRA']","['POOL/HOT TUB', 'REMODEL', 'RE-ROOF', 'RE-ROOF', 'POLE BARN', 'RE-ROOF', 'EXTRA FEAT', 'REMODEL', 'EXTRA FEAT']","['35,000', '48,000', '8,000', '8,000', '6,995', '0', '600', '750', '2,500']",29.944004,-85.408655
04973-653-000,221 NANNOOK RD MEXICO BEACH 32456,SINGLE FAM (000100),2550,1,2011,SFR GOOD,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,"['19MB-RB0351', '18MB-RR0192', '18111195']","['20190610', '20181217', '20110518']","['ADD', 'RERF', 'NC']","['PATIO ENCLOSURE', 'RE-ROOF', 'NEW CONST.']","['21,000', '0', '0']",29.943378,-85.407874
04973-650-000,231 NANNOOK RD MEXICO BEACH 32410,SINGLE FAM (000100),1820,1,2003,SFR GOOD,VINYL,MODULAR MT,DRYWALL,,CARPET; SHT VINYL,"['13-2422', '13-2390', 'RF0816', 'B0715']","['20131025', '20130905', '20030603', '20030320']","['ROOF', 'ADD', 'ROOF', 'NC']","['ROOF', 'PORCH', 'ROOF', 'NEW CONST.']","['0', '9,000', '0', '78,788']",29.944814,-85.408962
04973-649-010,233 NANNOOK RD MEXICO BEACH 32410,SINGLE FAM (000100),2225,1,2012,SFR AVERG,COMMON BRK,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,"['19MB-RB0489', '19MB-RR0062', '12-2228', '12-2209']","['20190814', '20190116', '20120925', '20120822']","['REMO', 'RERF', 'ROOF', 'NC']","['REMODEL', 'RE-ROOF', 'ROOF', 'SINGLE FAMILY']","['105,900', '0', '0', '0']",29.945033,-85.408966
04973-648-000,237 NANNOOK RD MEXICO BEACH 32410,SINGLE FAM (000100),1144,1,1993,SFR AVERG,CB STUCCO,MODULAR MT,DRYWALL,,SHT VINYL; CARPET,"['20MB-RR0109', '9406887', '9310873', '93-5983']","['20201214', '19940720', '19931105', '19930707']","['RERF', 'ADD', 'XTRA', 'NC']","['RE-ROOF', 'ADDITION', 'EXTRA FEAT', 'NEW CONST.']","['0', '1,150', '595', '24,024']",29.945471,-85.408973
04973-647-000,241 NANNOOK RD MEXICO BEACH 32410,SINGLE FAM (000100),2124,1,1978,SFR AVERG,CB STUCCO,CONC TILE,PLYWOOD; DRYWALL,,CLAY TILE; CARPET,['9802503'],['19980311'],['ROOF'],['ROOF'],['0'],29.945909,-85.40898
04973-643-000,243 NAN NOOK RD MEXICO BEACH 32410,SINGLE FAM (000100),1560,1,1984,SFR GOOD,ABOVE AVG.,ENG SHINGL,DRYWALL,,VINYL PLNK,"['19MB-RR0097', '18-3749', '17-3743', '860175', '10018']","['20190201', '20180102', '20171222', '20060228', '19990908']","['RERF', 'RERF', 'SIDG', 'RERF', 'ADD']","['RERF', 'RERF', 'SIDING', 'RE-ROOF', 'ADDITION']","['0', '0', '0', '1,836', '599']",29.945949,-85.40906
04973-642-000,229 NANNOOK RD MEXICO BEACH 32410,SINGLE FAM (000100),1884,1,2003,SFR GOOD,ABOVE AVG.,MODULAR MT,DRYWALL,,VINYL PLNK,"['20MB-RR0040', '20MB-RB0040', '13-2418', '13-2391', 'RF0819', 'B0716']","['20200331', '20200130', '20131021', '20130905', '20030603', '20030320']","['RERF', 'REMO', 'ROOF', 'ADD', 'ROOF', 'NC']","['RE-ROOF', 'REMODEL', 'ROOF', 'PORCH', 'ROOF', 'NEW CONST.']","['0', '51,921', '0', '10,000', '0', '78,778']",29.944595,-85.408958
04973-641-000,245 NANNOOK RD MEXICO BEACH 32410,SINGLE FAM (000100),3833,1,1990,SFR GOOD,CEDAR,MODULAR MT,DRYWALL,,VINYL PLNK; CLAY TILE,"['19MB-RB0503', '41390828', '20580740']","['20190826', '20090413', '20081205']","['REMO', 'ROOF', 'ADD']","['REMODEL', 'ROOF', 'ADDITION']","['22,940', '2,400', '140,000']",29.94628,-85.408835
04973-632-000,423 TEXAS DR MEXICO BEACH 32410,SINGLE FAM (000100),2144,1,2003,SFR GOOD,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE,"['18MB-RR0168', '41390827', 'RF261', 'B2750']","['20181210', '20090413', '20030228', '20021223']","['RERF', 'ADD', 'ROOF', 'NC']","['RE-ROOF', 'ADDITION', 'ROOF', 'NEW CONST.']","['0', '30,000', '0', '78,074']",29.942616,-85.396911
04973-621-000,419 TEXAS DR MEXICO BEACH 32410,SINGLE FAM (000100),3857,1,2000,SFR AVERG,VINYL,MODULAR MT,DRYWALL,,SHT VINYL; CARPET,"['18MB-RR0159', '0487', 'B363']","['20181207', '20070518', '20000620']","['RERF', 'XTRA', 'NC']","['RE-ROOF', 'GARAGE', 'NEW CONST.']","['0', '35,000', '95,000']",29.942253,-85.397305
04973-605-000,411 TEXAS DR MEXICO BEACH 32410,SINGLE FAM (000100),2468,1,2004,SFR GOOD,WD FR STUC,MODULAR MT,DRYWALL,,CLAY TILE; HARDWOOD,"['19-0296', '19MB-RR0080', 'B0599', '9510677']","['20190528', '20190122', '20040304', '19951018']","['RERF', 'RERF', 'NC', 'ROOF']","['RE-ROOF', 'RE-ROOF', 'NEW CONST.', 'ROOF']","['0', '0', '128,793', '0']",29.941439,-85.398169
04973-604-000,415 TEXAS DR MEXICO BEACH 32410,SINGLE FAM (000100),2650,1,2018,SFR GOOD,VINYL; COMMON BRK,ENG SHINGL,DRYWALL,,VINYL PLNK,"['20MB-RB0433', '19MB-RB0220', '18MB-SID0009', '17-3516']","['20210201', '20190429', '20181228', '20170608']","['ADD', 'DECK', 'SIDG', 'NC']","['PATIO ENCLOSURE', 'DECK', 'SIDING', 'SINGLE FAMILY']","['6,000', '2,000', '1,700', '303,592']",29.941843,-85.397741
04973-602-000,409 TEXAS DR MEXICO BEACH 32410,SINGLE FAM (000100),2457,1,1987,SFR AVERG,CEDAR; STONE,MODULAR MT,DRYWALL,,HARDWOOD; CARPET,"['19MB-RR0372', '0506105']","['20190916', '20050527']","['RERF', 'RERF']","['RE-ROOF', 'RE-ROOF']","['0', '0']",29.941237,-85.398383
04973-601-010,407 TEXAS DR MEXICO BEACH 32410,SINGLE FAM (000100),1023,1,2001,SFR AVERG,WD FR STUC,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,"['19MB-RB0373', '19MB-RB0269', '18MB-RR0158', '256-0310', 'SP-0109', 'B2217']","['20190620', '20190425', '20181207', '20061031', '20030703', '20021001']","['REMO', 'ADD', 'RERF', 'CRPT', 'POOL', 'ADD']","['REMODEL', 'DETACHED GARAGE', 'RE-ROOF', 'CARPORT', 'POOLS', 'ADDITION']","['31,000', '0', '0', '3,395', '15,000', '0']",29.941035,-85.398598
04973-601-000,405 TEXAS DR MEXICO BEACH 32410,SINGLE FAM (000100),1236,1,1980,SFR AVERG,AVERAGE,ENG SHINGL,DRYWALL,,SHT VINYL; CARPET,"['20MB-SID0003', '19MB-RR0258', '15-2910', '13-2248', 'B1909', '1909', 'B419', 'B1446']","['20200519', '20190416', '20150804', '20131126', '20020823', '20020802', '20010302', '20001211']","['SIDG', 'RERF', 'STOR', 'ROOF', 'REMO', 'ADD', 'MOVE', 'MOVE']","['SIDING', 'RE-ROOF', 'CARPORT', 'ROOF', 'REMODEL', 'ADDITION', 'MOVE', 'MOVE']","['2,000', '6,500', '0', '0', '1,500', '1,500', '0', '41,492']",29.940833,-85.398812
04973-599-000,403 TEXAS DR MEXICO BEACH 32410,SINGLE FAM (000100),1769,1,2016,SFR GOOD,ABOVE AVG.,ENG SHINGL,DRYWALL,,VINYL PLNK; CARPET,"['19MB-RB0244', '19MB-RR0106', '16-3246', '16-3213']","['20190417', '20190206', '20160920', '20160808']","['REMO', 'RERF', 'ROOF', 'NC']","['REMODEL', 'RE-ROOF', 'ROOF', 'SINGLE FAMILY']","['52,000', '0', '0', '244,901']",29.940631,-85.399026
04973-590-000,401 TEXAS DR MEXICO BEACH 32410,SINGLE FAM (000100),1564,1,2000,SFR AVERG,AVERAGE,MODULAR MT,DRYWALL,,CLAY TILE; CARPET,"['19MB-RR0386', '19MB-RB0570', 'B835']","['20191121', '20191115', '20000823']","['RERF', 'REMO', 'NC']","['RE-ROOF', 'REMODEL', 'NEW CONST.']","['0', '45,000', '25,000']",29.94043,-85.39924
04973-546-000,422 TEXAS DR MEXICO BEACH 32410,SINGLE FAM (000100),2881,1,2004,SFR AVERG,VINYL,MODULAR MT,DRYWALL,,CLAY TILE,"['20MB-RB0234', '19MB-RB0430', '16-3351']","['20200702', '20190724', '20161228']","['STOR', 'STOR', 'RERF']","['POLE BARN/SHED', 'POLE BARN/SHED', 'RERF']","['4,475', '0', '0']",29.942318,-85.396533
04973-542-000,423 CALIFORNIA DR MEXICO BEACH 32410,SINGLE FAM (000100),2514,1,1983,SFR GOOD,WD FR STUC,MODULAR MT,DRYWALL,,VINYL PLNK; CARPET,['19MB-RR0218'],['20190325'],['RERF'],['RE-ROOF'],['0'],29.942114,-85.396284
04973-540-000,420 TEXAS DR MEXICO BEACH 32410,SINGLE FAM (000100),2252,1,1998,SFR AVERG,VINYL,ENG SHINGL,DRYWALL,,SHT VINYL; CARPET,"['19MB-RR0302', '19MB-SID0020', '9801446']","['20190604', '20190412', '19980212']","['RERF', 'SIDG', 'NC']","['RE-ROOF', 'SIDING', 'NEW CONST.']","['0', '10,000', '85,000']",29.942118,-85.39675
04973-539-000,421 CALIFORNIA DR MEXICO BEACH 32410,SINGLE FAM (000100),1887,1,1977,SFR AVERG,VINYL; STONE,ENG SHINGL,DRYWALL,,CARPET; CLAY TILE,"['19MB-RR0022', '21810993', '12610978', '2189968', '928263']","['20190107', '20100218', '20100106', '20091218', '19920915']","['RERF', 'RENO', 'NC', 'POOL', 'ROOF']","['RE-ROOF', 'RENOVATION', 'NEW CONST.', 'POOLS', 'ROOF']","['0', '60,000', '60,000', '15,500', '0']",29.941914,-85.396501
04973-530-000,418 TEXAS DR MEXICO BEACH 32410,SINGLE FAM (000100),1680,1,1977,SFR GOOD,COMMON BRK,ENG SHINGL,DRYWALL,,VINYL PLNK; CARPET,['18-0080'],['20181116'],['RERF'],['RERF'],['0'],29.94192,-85.396969
04973-529-010,419 CALIFORNIA DR MEXICO BEACH 32410,SINGLE FAM (000100),2498,1,2006,SFR AVERG,ABOVE AVG.,MODULAR MT,DRYWALL,,CLAY TILE; CARPET,"['19-0291', '09145009']","['20190520', '20050914']","['RERF', 'NC']","['RE-ROOF', 'NEW CONST.']","['0', '177,480']",29.941714,-85.396717
04973-529-000,417 CALIFORNIA DR MEXICO BEACH 32410,SINGLE FAM (000100),2288,1,2013,SFR AVERG,VINYL,STAND SEAM,DRYWALL,,CLAY TILE; CARPET,['13-2316'],['20130416'],['ROOF'],['ROOF'],['0'],29.94153,-85.39692
04973-528-000,416 TEXAS DR MEXICO BEACH 32410,SINGLE FAM (000100),1756,2,2000,SFR GOOD,ABOVE AVG.,STAND SEAM,DRYWALL,,CLAY TILE; CARPET,"['19MB-RB0109', '18MB-RR0160', '13-2344', '12-2258', '5832']","['20190226', '20181207', '20130608', '20121204', '19990406']","['REMO', 'RERF', 'ADD', 'ADD', 'NC']","['REMODEL', 'RE-ROOF', 'SCREEN ROOM', 'SHUTTERS', 'NEW CONST.']","['17,000', '0', '7,750', '0', '56,496']",29.941737,-85.397175
04973-520-000,412 TEXAS DR MEXICO BEACH 32410,SINGLE FAM (000100),4204,1,2000,SFR GOOD,VINYL,MODULAR MT,DRYWALL; CUST PANEL,,CLAY TILE; VINYL PLNK,"['21MB-RR0009', '20MB-RB0160', '3557']","['20210318', '20200402', '19990225']","['RERF', 'REMO', 'NC']","['RE-ROOF', 'REMODEL', 'NEW CONST.']","['0', '23,350', '0']",29.941349,-85.397592
04973-510-000,410 TEXAS DR MEXICO BEACH 32410,SINGLE FAM (000100),1680,1,1983,SFR PILING,AVERAGE,MODULAR MT,DRYWALL,,SHT VINYL; CARPET,"['14-2714', 'B2470']","['20141211', '20011221']","['ROOF', 'ADD']","['ROOF', 'ADDITION']","['0', '1,000']",29.941147,-85.397806
04973-506-010,408 TEXAS DR MEXICO BEACH 32410,SINGLE FAM (000100),1989,1,2017,SFR GOOD,ABOVE AVG.,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,"['18MB-RR0224', '18MB-RB0084', '17-3375']","['20191104', '20181221', '20170127']","['RERF', 'REMO', 'NC']","['RE-ROOF', 'REMODEL', 'SINGLE FAMILY']","['0', '130,000', '248,957']",29.940945,-85.398021
04973-500-000,402 TEXAS DR MEXICO BEACH 32410,SINGLE FAM (000100),3970,1,2004,SFR AVERG,VINYL; COMMON BRK,STAND SEAM,DRYWALL,,CLAY TILE; CARPET,['B-1998'],['20030908'],['NC'],['NEW CONST.'],"['273,736']",29.940339,-85.398663
04973-499-000,400 TEXAS DR MEXICO BEACH 32410,SINGLE FAM (000100),2450,1,2005,SFR AVERG,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,"['19MB-RB0535', '19MB-RB0438', '19MB-RR0246', '16-3051', '14-2600', '13-2364', '84205']","['20190916', '20190716', '20190416', '20160218', '20140717', '20130709', '20050812']","['STOR', 'REMO', 'RERF', 'RERF', 'REMO', 'STOR', 'RERF']","['POLE BARN/SHED', 'REMODEL', 'RERF', 'RERF', 'REMODEL', 'GARAGE', 'RE-ROOF']","['2,300', '0', '0', '0', '12,500', '12,995', '0']",29.940137,-85.398877
04973-455-010,418 CALIFORNIA DR MEXICO BEACH 32410,SINGLE FAM (000100),1929,1,2017,SFR MODULR,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,"['19MB-RR0063', '16-3243']","['20190116', '20160916']","['RERF', 'NC']","['RE-ROOF', 'MODULAR']","['0', '120,000']",29.941235,-85.396557
04973-455-000,417 ARIZONA DR MEXICO BEACH 32410,SINGLE FAM (000100),2216,1,2014,SFR GOOD,BD/BTN ABV,STAND SEAM,DRYWALL,,CLAY TILE; CARPET,"['18-3800', '13-2461', '13-2458', '13-2408']","['20180206', '20131218', '20131216', '20131011']","['POOL', 'ROOF', 'STOR', 'NC']","['POOL', 'ROOF', 'POLE BARN', 'SINGLE FAMILY']","['14,000', '0', '0', '150,000']",29.94103,-85.396309
04973-450-000,414 CALIFORNIA DR MEXICO BEACH 32410,SINGLE FAM (000100),1350,1,2018,SFR GOOD,VINYL,MODULAR MT,DRYWALL,,VINYL PLNK,"['19MB-RB0207', '18-0023', '17-3728']","['20190408', '20180426', '20171212']","['STOR', 'ROOF', 'NC']","['POLE BARN/SHED', 'ROOF', 'SINGLE FAMILY']","['2,945', '0', '132,000']",29.940933,-85.39665
04973-430-000,412 CALIFORNIA DR MEXICO BEACH 32410,SINGLE FAM (000100),1332,2,1991,SFR GOOD,ABOVE AVG.,MODULAR MT,DRYWALL,,VINYL PLNK; CARPET,"['3660820', '9604524', '9604524', '9610367']","['19900717', '19960411', '19960309', '19960904']","['NC', 'XTRA', 'XTRA', 'RENO']","['NEW CONST.', 'EXTRA FEAT', 'EXTRA FEAT', 'RENOVATION']","['22,600', '1,000', '1,000', '3,386']",29.940835,-85.396991
04973-428-000,410 CALIFORNIA DR MEXICO BEACH 32410,SINGLE FAM (000100),2056,1,2016,SFR MODULR,ABOVE AVG.,ENG SHINGL,DRYWALL,,VINYL PLNK,['16-3018'],['20160105'],['NC'],['SINGLE FAMILY'],"['170,000']",29.940636,-85.397208
04973-420-000,408 CALIFORNIA DR MEXICO BEACH 32410,SINGLE FAM (000100),1564,1,1998,SFR GOOD,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE; HARDWOOD,"['21MB-RB0089', '20MB-RB0017', '19MB-RB0301', '19MB-RR0023', '16101089', 'SP095', '9806273', '9804220']","['20210513', '20200219', '20190514', '20190107', '20100816', '20010627', '19980619', '19980427']","['POOL', 'STOR', 'REMO', 'RERF', 'NC', 'POOL', 'NC', 'NC']","['POOL/HOT TUB', 'POLE BARN/SHED', 'REMODEL', 'RE-ROOF', 'NEW CONST.', 'POOLS', 'NEW CONST.', 'NEW CONST.']","['49,826', '0', '28,000', '0', '0', '15,500', '0', '72,767']",29.940436,-85.397425
04973-419-006,404 CALIFORNIA DR MEXICO BEACH 32410,SINGLE FAM (000100),1654,1,2016,SFR GOOD,VINYL,COMP SHNGL,DRYWALL,,CLAY TILE; CARPET,"['20MB-RB0207', '16-3237', '16-3121']","['20200605', '20160909', '20160421']","['STOR', 'ROOF', 'NC']","['POLE BARN/SHED', 'ROOF', 'SINGLE FAMILY']","['4,195', '0', '188,126']",29.940436,-85.397425
04973-419-003,403 ARIZONA DR MEXICO BEACH 32410,SINGLE FAM (000100),1290,1,2019,SFR GOOD,ABOVE AVG.,ENG SHINGL,DRYWALL,,VINYL PLNK,"['20MB-RB0399', '18-0051', '18-2833']","['20201125', '20180806', '20180219']","['STOR', 'ROOF', 'NC']","['POLE BARN/SHED', 'ROOF', 'SINGLE FAMILY']","['6,614', '0', '148,000']",29.939264,-85.398104
04973-410-000,428 ARIZONA DR MEXICO BEACH 32410,SINGLE FAM (000100),2216,1,2017,SFR GOOD,AVERAGE,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,"['21MB-RB0045', '19MB-RB0139', '16-3289']","['20210506', '20190311', '20161108']","['STOR', 'REMO', 'NC']","['POLE BARN/SHED', 'REMODEL', 'SINGLE FAMILY']","['5,500', '6,000', '238,480']",29.939876,-85.397105
04973-400-000,426 ARIZONA DR MEXICO BEACH 32410,SINGLE FAM (000100),1474,1,2007,SFR GOOD,VINYL,MODULAR MT,DRYWALL,,CLAY TILE; CARPET,"['19MB-RR0222', '19MB-SID0012', '16-3157', '0424']","['20190327', '20190218', '20160516', '20070228']","['RERF', 'SIDG', 'STOR', 'NC']","['RE-ROOF', 'SIDING', 'SHED', 'SFD']","['0', '13,000', '0', '100,000']",29.941729,-85.394861
04973-395-000,427 7TH ST MEXICO BEACH 32410,SINGLE FAM (000100),1640,1,1977,SFR GOOD,COMMON BRK,ENG SHINGL,DRYWALL,,VINYL PLNK,"['21MB-RB0048', '19MB-RB0586', '19MB-RR0309', '13-2399', '25101043', '9507289']","['20210325', '20191025', '20190618', '20130918', '20100507', '19950809']","['STOR', 'REMO', 'RERF', 'ROOF', 'RENO', 'ROOF']","['POLE BARN/SHED', 'REMODEL', 'RE-ROOF', 'ROOF', 'RENOVATION', 'ROOF']","['2,500', '40,000', '0', '0', '0', '0']",29.941524,-85.394612
04973-391-000,424 ARIZONA DR MEXICO BEACH 32410,SINGLE FAM (000100),1902,1,2008,SFR AVERG,VINYL; COMMON BRK,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,['31880619'],['20080318'],['NC'],['NEW CONST.'],"['125,000']",29.94153,-85.395078
04973-390-000,425 7TH ST MEXICO BEACH 32410,SINGLE FAM (000100),2140,1,2010,SFR AVERG,VINYL,MODULAR MT,DRYWALL,,CLAY TILE; CARPET,"['19MB-RB0312', '19-0023', '19MD-RB0182', '19MB-RR0215', '13-2282', '29101127']","['20190516', '20190501', '20190415', '20190325', '20130211', '20101129']","['REMO', 'SIDG', 'ADD', 'RERF', 'ADD', 'NC']","['REMODEL', 'SIDING', 'DETACHED GARAGE', 'RE-ROOF', 'SCREEN PORCH', 'NEW CONST.']","['9,000', '8,880', '10,975', '0', '7,100', '104,000']",29.941325,-85.394829
04973-370-000,422 ARIZONA DR MEXICO BEACH 32410,SINGLE FAM (000100),2124,1,1980,SFR AVERG,PREFAB; STONE,MODULAR MT,PLYWOOD; DRYWALL,,SHT VINYL; CARPET,"['21MB-SID0002', '18-0050']","['20210701', '20180730']","['SIDG', 'RERF']","['SIDING', 'RERF']","['26,000', '0']",29.94133,-85.395295
04973-355-000,420 ARIZONA DR MEXICO BEACH 32410,SINGLE FAM (000100),2320,1,2006,SFR AVERG,ABOVE AVG.,MODULAR MT,DRYWALL,,HARDWOOD,"['19MB-RR0145', '2050117']","['20190225', '20051220']","['RERF', 'ROOF']","['RE-ROOF', 'ROOF']","['0', '2,400']",29.941143,-85.395498
04973-351-000,418 ARIZONA DR MEXICO BEACH 32410,SINGLE FAM (000100),2019,1,1979,SFR AVERG,PREFAB,MODULAR MT,PLYWOOD; DRYWALL,,HARDWOOD; CLAY TILE,"['19MB-DEM0076', '19MB-RR0146', '18-0073', '12-2139', '12-2112', '9800188']","['20190225', '20190225', '20181114', '20120419', '20120314', '19980108']","['DEM', 'RERF', 'RERF', 'ROOF', 'ADD', 'ADD']","['DEMOLITION', 'RE-ROOF', 'RERF', 'ROOF', 'ADDITION', 'ADDITION']","['0', '0', '0', '0', '35,000', '0']",29.94094,-85.395671
04973-349-000,417 7TH ST MEXICO BEACH 32410,SINGLE FAM (000100),1904,1,1997,SFR GOOD,VINYL,MODULAR MT,DRYWALL,,VINYL PLNK; CLAY TILE,"['19MB-RB0523', '19MB-RR0356', 'B1406', '9711569', '9412260']","['20190906', '20190815', '20030525', '19971010', '19941214']","['REMO', 'RERF', 'ADD', 'NC', 'NC']","['REMODEL', 'RE-ROOF', 'ADDITION', 'NEW CONST.', 'NEW CONST.']","['10,000', '0', '9,740', '60,000', '30,030']",29.940526,-85.395697
04973-345-000,414 ARIZONA DR MEXICO BEACH 32410,SINGLE FAM (000100),1992,1,1993,SFR AVERG,WD FR STUC,ENG SHINGL,DRYWALL,,SHT VINYL; CARPET,"['19MB-RR0029', '16-3168', '16-3165', '15-2958', '15-2805', '93-5873']","['20190108', '20160620', '20160601', '20150930', '20150414', '19930613']","['RERF', 'CRPT', 'RERF', 'ADD', 'POOL', 'NC']","['RE-ROOF', 'CARPORT', 'RERF', 'SCREEN ENCLOSURE', 'POOL', 'NEW CONST.']","['0', '0', '0', '9,595', '0', '36,157']",29.940531,-85.396163
04973-342-000,415 7TH ST MEXICO BEACH 32410,SINGLE FAM (000100),1920,1,1995,SFR GOOD,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,"['19MB-RR0015', '9507353']","['20190103', '19950811']","['RERF', 'NC']","['RE-ROOF', 'NEW CONST.']","['0', '39,186']",29.940326,-85.395914
04973-340-000,412 ARIZONA DR MEXICO BEACH 32410,SINGLE FAM (000100),2598,1,2006,SFR GOOD,VINYL,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,['610305'],['20050603'],['NC'],['NEW CONST.'],"['150,000']",29.940331,-85.39638
04973-330-000,410 ARIZONA DR MEXICO BEACH 32410,SINGLE FAM (000100),1620,1,2006,SFR GOOD,ABOVE AVG.,MODULAR MT,DRYWALL,,CLAY TILE; CARPET,"['19MB-RR0050', '0150102']","['20190111', '20051201']","['RERF', 'NC']","['RE-ROOF', 'NEW CONST.']","['0', '109,480']",29.940231,-85.397177
04973-322-000,409 7TH ST MEXICO BEACH 32410,SINGLE FAM (000100),3217,1,2008,SFR GOOD,BD/BAT AVG,ENG SHINGL,DRYWALL,,CLAY TILE; CARPET,['19MB-RR0055'],['20190115'],['RERF'],['RE-ROOF'],['0'],29.939727,-85.396565
